"adcbbca64d2d78a77b378db487717e38","X83e200e6aa49b79396f052dd3db97e6b","c95c29828395a6f53f96e96619916532","cb3a451b5f9718c07b491a77b14ef21f","cd3909b22b87684aafd93fcb66630f52","X4c294f9a88e58b0e40a2b19f4658c209","db424461aa669374102fa17ac4539038","b9d614025bf292dfb0db9f43d7357e14","X6c2a9a5a94270ee454cfb2dea1d31449","e492ea34ac6862586016b7aef65e35b9","aba8c17e313c37c938998554292445ba","X854a42379977827cb58c0eb74385690e","f02f4c216369c6a2e4ee447ffe47fddd","X7e537c12b9af4d0e06d9c229f25d2176","X5203c525a0d0a6c831885ac86a569081","d57501b44a85f6263ef7c36c9256fb92","bc4e3995ef291067acb3295ec94e26f1","X2788faa17a6772b439ab79a71363f4bb","df5dc83b05bd8f335e08f17b5a4c56e9","a34ba93b4dc7cc8362f362f9d520321b","X5aa6addb5feb5f7301d7f21bab3e35e8","X6377e612d1fdfdadf18255fc486ce608","X2cd30e9eda91687ba73dcae76f4f1880","f4d6321c5a128364c3ec9543e21e7cde","X4c7a497eca1fa3081f152adbbce602fb","X674cc9dfd5b8ed175ac63bc9348f2759","X4b594c8bf63bbb3f04615c7b142e1e14","X89966a5669a7741fbe4f099c918f0cf1","X2666fa031db96860468588bef43bbb61","X767ae4be31c7c3b75e743a94f0214ae0","e8165c825d679874a9c71c16408fbbfd","X5a8f0b46a094391e9436f875639034e9","f4ddba285154bdd47f4dc510c2038305","X28140dabde227041d333d23976ce302f","fd76d28f77b2e33857a2df3871c3cc53","X01353923e2e6219198b8d092099e0d9f","deaf8029eba24ec9cfc9f77e9689423e","X6c14479fad19a60d42ec33c478c66afb","bb73a54327f61f691fd1eeb5f230e02c","c744d1d19f0607a409fed8eeebc5cff1","X5f8bc9840120e2fcddfb562429e6f0eb","X9104c4b42757f253f35768d341c2a32b","X679658942f667409a7b9907845816380","dacf22eb1a2065568c1175d1a76c9dc7","X67f3fcab907a9ed2927806173348b4af","X879815b1626853f4af4a4f0e85703fd2","X4f359f019c5e22e6bd5bb03534b84411","be5f7561425c2fdf15e1347047e3a7ba","b81a5b1c47a7eb2b73b4ed9fa1d9b464","X0adb29e1ef7ab1df5fc551a2511c05ba","X40178a7b2400cd0be400a0e1069762fa","X1bc8c1807a800c2c8220ca1a13e4fdb9","f6bf584c4081d96e0ad688a16a806432","a6499c331ca652a5c070f51ef025b901","f93b764d7ef2fc78c19f2d419cc3c5e5","f3a6c6bd550ccaf6c3b68f0c996e1225","X94d50b1f2833352b7cb2e07533944c20","e06356a1143ac7bc41c0bc6aea20d3ae","X82d659604fd62ef71fa6449465d6d8d4","dbc7407c0c194353c292d8aa95922b3a","X3129410b374e76459623a9edb0f6413d","ba197f79f441eb350a6366b5742854e1","X7e501bf21cd1a7090a5282791c520d8b","X6090c45400591b19f181add95bb578f2","X2b423d4a16ef1539110bd1a85db1263d","X316678fa9cd140393f2c97e86e22438f","X6c9635ea49acec132fb91c161c73e041","b2b3c0f0b487edaf28d7a348b354cdcb","X4c37137a09c7b0c510bc7fd05f4d2eda","X05469e3983d48719f2809a67d7f565df","X5b599be724e69b799572618d657d636c","X5ac573def95575947f986f0da3a97a6e","bcae8f7d2c42acfe3559c665f68f6320","X727b6b6cf7c088343cdffe253b5db3df","X31fb9c4004ca6f4d986d5d91745dbca2","X057b594a0df41c1752943ca6e992c826","X9fae180100965f03f0705863528e069d","X2b593463d8985ac4982a9aa29d2ca881","e6027fe97fc1dd3a662ba33605bd7eae","febc72c8f1a103badab63be01c614c31","e5196607556bbe9599a2991e537380c7","acbb69f2765ac3cdfee0c072acb0acfc","X61dcbb58a35735e631793862afa39fe6","X429fd8943b73988d3fde3ca9bc54d07c","X81b50cbc69b355d6a2207d370e9634c5","ffc36e27c82042664a16bcd4d380b286","X353dc9e514176baefc24b952e1309bba","X4a7f867d55034fd3b2b4b28e0b1dda36","X7b361820964e8c6ced5aec81f54bcfea","f8fef0cf8011b5b04640cc5c3ab79a3f","fb7f0fc29144d404cf96d40f1350694f","SampleID","community.number","community.name","chem.code","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","complexity","well","plate"
3499,171,25,0,0,372,415,52,20,3434,47,436,223,28,35,0,0,203,15,0,0,9,0,5,0,11,20,0,7,0,0,5,0,0,295,18,0,13,0,0,0,0,146,0,0,0,0,0,22,0,80,0,0,78,58,0,19,0,10,55,0,50,0,0,0,0,0,33,0,23,0,19,0,0,16,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,"c09w6C6",9,"R_ID_7.16_9_R1(1)_TSS","DT",0,0,1,0,0,0,0,1,2,"C6",6
3607,158,14,0,0,429,368,13,27,3227,53,626,278,32,42,0,0,166,22,0,0,0,0,0,0,0,15,3,4,0,0,5,0,9,344,0,0,12,0,0,0,0,112,0,0,0,0,0,5,0,78,0,0,82,47,0,18,0,12,52,0,38,0,0,0,0,0,35,0,25,0,17,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"c09w6E3",9,"R_ID_7.16_9_R1(1)_TSS","AD",1,0,1,0,0,0,0,0,2,"E3",6
283,523,41,20,0,3587,0,1033,242,132,184,643,2149,311,0,0,16,0,169,0,0,28,0,33,0,17,165,40,0,0,0,8,0,0,0,12,0,198,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,42,0,0,0,0,0,26,0,0,0,0,0,0,0,14,0,4,0,0,0,0,27,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,"c09w6E7",9,"R_ID_7.16_9_R1(1)_TSS","MO",0,0,0,0,0,1,1,0,2,"E7",6
2667,155,31,0,0,571,473,35,2,4153,58,429,336,0,58,0,0,218,0,0,0,31,0,0,0,19,0,0,14,0,0,2,0,4,246,17,0,0,0,0,0,0,82,0,0,0,0,0,4,0,72,0,0,78,40,0,0,0,9,50,0,44,0,0,0,0,0,25,0,18,0,46,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"c09w6G2",9,"R_ID_7.16_9_R1(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",6
2798,129,17,0,0,410,469,24,12,4018,55,648,316,10,55,0,0,213,14,0,0,28,0,5,0,7,5,0,10,0,0,3,0,0,250,6,0,10,0,0,0,0,96,0,0,0,0,0,3,0,72,0,0,75,33,0,10,0,12,42,0,45,0,0,0,0,0,29,0,17,0,24,0,0,7,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"c09w6G3",9,"R_ID_7.16_9_R1(1)_TSS","AI",1,0,0,0,1,0,0,0,2,"G3",6
248,299,137,0,0,3866,76,41,7,1179,37,528,2393,5,83,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,21,28,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,33,0,0,39,0,15,38,0,4,0,0,0,0,0,15,0,7,0,33,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w8E2",9,"R_ID_7.16_9_R1(1)_TSS","AIMO",1,0,0,0,1,1,1,0,4,"E2",8
3926,152,24,0,0,442,323,34,0,3074,86,338,270,0,61,0,0,99,0,0,0,50,0,0,0,12,4,0,8,0,0,13,0,11,380,19,0,0,0,0,0,0,123,0,0,0,0,0,6,0,119,0,0,109,20,0,15,0,7,87,0,37,0,0,0,0,0,49,0,28,0,24,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,"c09w8F3",9,"R_ID_7.16_9_R1(1)_TSS","CDGT",0,1,1,1,0,0,0,1,4,"F3",8
373,291,107,0,0,2832,109,42,22,1967,52,792,1704,25,54,0,0,31,26,0,0,0,0,0,0,0,15,0,0,0,0,0,0,25,32,12,0,508,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,207,0,0,47,0,15,206,0,10,0,0,0,0,0,112,0,5,0,29,0,0,106,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c09w8F8",9,"R_ID_7.16_9_R1(1)_TSS","GIOT",0,0,0,1,1,0,1,1,4,"F8",8
54,105,0,0,0,0,0,0,26,6,1581,0,0,7,0,0,0,1,43,0,0,408,0,1678,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,78,0,0,0,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,160,0,0,226,0,0,0,0,15,88,0,0,0,0,0,0,13,0,0,0,0,"c10w000",10,"R_ID_7.16_10_R10(1)_TSS","Frozen Starting Community",NA,NA,NA,NA,NA,NA,NA,NA,NA,"00",0
1837,2712,0,102,15,0,16,208,903,0,909,0,0,736,0,0,80,0,1015,0,0,142,0,315,0,89,747,138,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,"c10w10G10",10,"R_ID_7.16_10_R10(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"G10",10
1540,2759,0,81,19,0,8,0,894,0,1050,0,0,987,0,0,59,0,1093,0,0,189,0,144,0,98,910,150,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c10w11B2",10,"R_ID_7.16_10_R10(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",11
1727,2775,0,60,2,0,0,217,868,0,840,0,0,987,0,0,57,0,1009,0,0,154,0,145,0,80,903,129,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,"c10w11B4",10,"R_ID_7.16_10_R10(1)_TSS","AM",1,0,0,0,0,1,0,0,2,"B4",11
1487,3517,0,106,41,0,10,3,1110,0,863,0,0,391,0,0,51,0,1358,0,0,150,0,379,0,64,188,190,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"c10w11C3",10,"R_ID_7.16_10_R10(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",11
1485,3648,0,92,26,0,10,0,1022,0,939,0,0,369,0,0,58,0,1447,0,0,164,0,286,0,91,167,156,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c10w11D2",10,"R_ID_7.16_10_R10(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",11
1555,3821,0,79,34,0,22,1,918,0,877,0,0,378,0,0,44,0,1344,0,0,149,0,307,0,82,195,127,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"c10w11D7",10,"R_ID_7.16_10_R10(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",11
1629,3455,0,114,23,0,26,232,1604,0,294,0,0,359,0,0,69,0,1301,0,0,52,0,391,0,24,151,247,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,"c10w11F5",10,"R_ID_7.16_10_R10(1)_TSS","DI",0,0,1,0,1,0,0,0,2,"F5",11
1312,3725,0,80,22,0,18,4,1148,0,1026,0,0,298,0,0,48,0,1347,0,0,172,0,379,0,94,117,159,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,"c10w11G2",10,"R_ID_7.16_10_R10(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",11
42,2186,0,0,323,0,0,3,4128,0,80,0,0,1320,0,0,0,0,860,0,0,0,0,277,0,0,63,672,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,"c10w12D9",10,"R_ID_7.16_10_R10(1)_TSS","ACMO",1,1,0,0,0,1,1,0,4,"D9",12
17,1413,0,5,365,0,0,0,4829,0,27,0,0,1774,0,0,0,2,582,0,0,0,0,196,0,0,73,653,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,"c10w13D5",10,"R_ID_7.16_10_R10(1)_TSS","CGMO",0,1,0,1,0,1,1,0,4,"D5",13
23,1680,0,12,191,0,0,0,4399,0,135,0,0,1538,0,0,0,0,632,0,0,30,0,234,0,0,427,632,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"c10w15D4",10,"R_ID_7.16_10_R10(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",15
18,2678,0,0,395,0,0,0,3129,0,392,0,0,1223,0,0,0,0,979,0,0,57,0,367,0,0,183,489,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c10w16B3",10,"R_ID_7.16_10_R10(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",16
1602,3600,0,66,41,0,19,7,1321,0,701,0,0,318,0,0,46,0,1366,0,0,117,0,395,0,65,105,203,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,"c10w16B4",10,"R_ID_7.16_10_R10(1)_TSS","AM",1,0,0,0,0,1,0,0,2,"B4",16
1799,3631,0,105,25,0,13,0,1285,0,748,0,0,279,0,0,45,0,1367,0,0,131,0,198,0,14,128,191,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,"c10w16B5",10,"R_ID_7.16_10_R10(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",16
188,3418,0,61,245,0,16,2,2425,0,413,0,0,993,0,0,30,0,1287,0,0,58,0,302,0,0,155,347,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,"c10w16C5",10,"R_ID_7.16_10_R10(1)_TSS","CO",0,1,0,0,0,0,1,0,2,"C5",16
1953,3372,0,89,11,0,19,220,968,0,750,0,0,319,0,0,61,0,1321,0,0,135,0,253,0,73,256,148,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"c10w16D4",10,"R_ID_7.16_10_R10(1)_TSS","AT",1,0,0,0,0,0,0,1,2,"D4",16
1710,3707,0,79,19,0,10,236,1254,0,524,0,0,272,0,0,51,0,1331,0,0,78,0,299,0,35,174,188,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"c10w16E2",10,"R_ID_7.16_10_R10(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",16
77,1064,0,0,496,0,0,9,5106,0,24,0,0,1786,0,0,0,0,370,0,0,0,0,194,0,0,94,728,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c10w16F6",10,"R_ID_7.16_10_R10(1)_TSS","GO",0,0,0,1,0,0,1,0,2,"F6",16
1290,3243,0,52,35,0,7,1,1591,0,1110,0,0,293,0,0,37,0,1206,0,0,178,0,447,0,81,81,272,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,"c10w16G2",10,"R_ID_7.16_10_R10(1)_TSS","M",0,0,0,0,0,1,0,0,1,"G2",16
1180,3224,0,49,30,0,15,4,1772,0,1056,0,0,244,0,0,35,0,1319,0,0,188,0,388,0,63,106,269,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"c10w17G10",10,"R_ID_7.16_10_R10(1)_TSS","ADIT",1,0,1,0,1,0,0,1,4,"G10",17
1686,3459,0,56,22,0,14,256,1013,0,916,0,0,238,0,0,30,0,1279,0,0,179,0,324,0,81,268,140,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"c10w18G6",10,"R_ID_7.16_10_R10(1)_TSS","DGIT",0,0,1,1,1,0,0,1,4,"G6",18
1795,2379,0,76,19,0,8,210,787,0,971,0,0,1148,0,0,48,0,974,0,0,169,0,145,0,105,1014,127,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,"c10w1B2",10,"R_ID_7.16_10_R10(1)_TSS","A",1,0,0,0,0,0,0,0,1,"B2",1
1839,2440,0,90,9,4,10,0,1087,0,1104,0,0,1041,0,0,57,0,913,0,0,163,0,74,0,26,936,171,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"c10w1C2",10,"R_ID_7.16_10_R10(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",1
190,2357,0,66,21,0,0,0,2606,0,500,0,0,1955,0,0,24,0,907,0,0,77,0,107,0,0,795,370,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"c10w1C5",10,"R_ID_7.16_10_R10(1)_TSS","CO",0,1,0,0,0,0,1,0,2,"C5",1
1680,2655,0,78,12,0,11,204,827,0,943,0,0,1099,0,0,47,0,1067,0,0,165,0,128,0,90,835,137,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,"c10w1D2",10,"R_ID_7.16_10_R10(1)_TSS","D",0,0,1,0,0,0,0,0,1,"D2",1
1732,3185,0,94,8,0,20,0,764,0,937,0,0,882,0,0,58,0,1211,0,0,164,0,127,0,85,589,117,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,"c10w1D7",10,"R_ID_7.16_10_R10(1)_TSS","IT",0,0,0,0,1,0,0,1,2,"D7",1
1658,3080,0,94,7,0,6,0,695,0,906,0,0,887,0,0,89,0,1192,0,0,158,0,302,0,92,658,112,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,"c10w1E5",10,"R_ID_7.16_10_R10(1)_TSS","DG",0,0,1,1,0,0,0,0,2,"E5",1
1561,2926,0,75,10,0,15,0,827,0,979,0,0,1012,0,0,52,0,1071,0,0,187,0,143,0,107,856,117,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"c10w1F2",10,"R_ID_7.16_10_R10(1)_TSS","I",0,0,0,0,1,0,0,0,1,"F2",1
29,553,0,0,110,0,0,58,4289,0,24,0,0,2509,0,0,0,0,202,0,0,0,0,127,0,0,1406,585,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c10w1F6",10,"R_ID_7.16_10_R10(1)_TSS","GO",0,0,0,1,0,0,1,0,2,"F6",1
1658,3256,0,73,55,0,14,0,1483,0,900,0,0,233,0,0,42,0,1253,0,0,151,0,469,0,93,68,206,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,"c10w20D10",10,"R_ID_7.16_10_R10(1)_TSS","Control",0,0,0,0,0,0,0,0,0,"D10",20
10,2178,0,0,182,0,11,0,3744,0,370,0,0,1505,0,0,0,0,803,0,0,53,0,259,0,0,259,576,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"c10w20D4",10,"R_ID_7.16_10_R10(1)_TSS","ACDGIMOT",1,1,1,1,1,1,1,1,8,"D4",20
26,2390,0,11,266,0,0,0,3578,0,219,0,0,1532,0,0,0,0,915,0,0,42,0,233,0,0,224,504,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,"c10w2D9",10,"R_ID_7.16_10_R10(1)_TSS","ACMO",1,1,0,0,0,1,1,0,4,"D9",2
45,1348,0,0,548,0,0,0,4488,0,70,0,0,1838,0,0,0,0,461,0,0,18,0,238,0,0,232,645,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"c10w3D5",10,"R_ID_7.16_10_R10(1)_TSS","CGMO",0,1,0,1,0,1,1,0,4,"D5",3
59,2223,0,6,116,0,0,315,4047,0,256,0,0,928,0,0,0,0,831,0,0,44,0,239,0,0,294,596,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c10w6B3",10,"R_ID_7.16_10_R10(1)_TSS","O",0,0,0,0,0,0,1,0,1,"B3",6
1873,3271,0,81,29,0,15,0,1348,0,818,0,0,378,0,0,49,0,1212,0,0,130,0,312,0,0,185,207,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,"c10w6B5",10,"R_ID_7.16_10_R10(1)_TSS","CM",0,1,0,0,0,1,0,0,2,"B5",6
1749,3268,0,110,33,0,22,0,1313,0,1107,0,0,363,0,0,53,0,1190,0,0,127,0,206,0,23,194,190,4,0,0,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,"c10w6C2",10,"R_ID_7.16_10_R10(1)_TSS","C",0,1,0,0,0,0,0,0,1,"C2",6
1732,3592,0,87,15,0,20,317,1063,0,630,0,0,277,0,0,49,0,1365,0,0,99,0,264,0,53,267,145,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,"c10w6C3",10,"R_ID_7.16_10_R10(1)_TSS","T",0,0,0,0,0,0,0,1,1,"C3",6
1813,3421,0,85,27,0,13,284,987,0,807,0,0,344,0,0,47,0,1265,0,0,133,0,250,0,54,299,147,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"c10w6D4",10,"R_ID_7.16_10_R10(1)_TSS","AT",1,0,0,0,0,0,0,1,2,"D4",6
1276,3917,0,68,30,0,9,0,888,0,969,0,0,340,0,0,28,0,1516,0,0,183,0,314,0,97,148,147,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,"c10w6E2",10,"R_ID_7.16_10_R10(1)_TSS","G",0,0,0,1,0,0,0,0,1,"E2",6
